pair_id,trajectory_state_index,variant,first_action_mean_pairwise_l2,first_action_max_pairwise_l2,exec10_mean_pairwise_l2,exec10_max_pairwise_l2,exec10_centroid_rmse,exec10_arm_mean_pairwise_l2,exec10_gripper_mean_pairwise_abs,full50_mean_pairwise_l2,full50_max_pairwise_l2,exec10_dim0_mean_pairwise_abs,exec10_dim1_mean_pairwise_abs,exec10_dim2_mean_pairwise_abs,exec10_dim3_mean_pairwise_abs,exec10_dim4_mean_pairwise_abs,exec10_dim5_mean_pairwise_abs,exec10_dim6_mean_pairwise_abs
42,62,clean,0.12406732887029648,0.17596842348575592,0.11706432700157166,0.27354374527931213,0.03047506883740425,0.11702071875333786,0.0026018405333161354,0.17140956223011017,0.5579968094825745,0.047745514661073685,0.06246527284383774,0.049400314688682556,0.010960988700389862,0.00875035673379898,0.019133426249027252,0.0026018405333161354
42,62,perturbed,0.2994505763053894,0.5240404605865479,0.16271629929542542,0.5240404605865479,0.047307342290878296,0.16263973712921143,0.003215820761397481,0.4193228483200073,2.1027958393096924,0.060564685612916946,0.10810814797878265,0.050675686448812485,0.014290863648056984,0.016625259071588516,0.030358750373125076,0.003215820761397481
43,63,clean,0.132148876786232,0.18844275176525116,0.12868216633796692,0.23807387053966522,0.03326547518372536,0.1286172717809677,0.003068607999011874,0.22720389068126678,2.0228147506713867,0.04365961253643036,0.07629778236150742,0.05347062274813652,0.014450481161475182,0.011475310660898685,0.019240550696849823,0.003068607999011874
43,63,perturbed,0.23974375426769257,0.4696364104747772,0.13150522112846375,0.4696364104747772,0.03884879872202873,0.1313607543706894,0.004205925390124321,0.40521228313446045,2.083958148956299,0.054671674966812134,0.08463665843009949,0.03897939994931221,0.014431769959628582,0.015912692993879318,0.0243808813393116,0.004205925390124321
44,65,clean,0.12380921840667725,0.2023925632238388,0.1082993820309639,0.2023925632238388,0.027988344430923462,0.10821469128131866,0.0035087906289845705,0.2196662276983261,0.6746807098388672,0.03509769216179848,0.06700233370065689,0.04326093569397926,0.013770786114037037,0.011412132531404495,0.0167061910033226,0.0035087906289845705
44,65,perturbed,0.13850624859333038,0.2114970088005066,0.11399516463279724,0.21708980202674866,0.029799222946166992,0.11384966969490051,0.004422807600349188,0.16566501557826996,2.0514776706695557,0.05059412494301796,0.07562947273254395,0.0274587944149971,0.014489870518445969,0.02111782506108284,0.017297308892011642,0.004422807600349188
45,66,clean,0.1056666225194931,0.20098483562469482,0.11650650203227997,0.2565808594226837,0.030104860663414,0.11644779145717621,0.0027222465723752975,0.2579430341720581,2.073054552078247,0.04921133443713188,0.061556730419397354,0.04665648937225342,0.015197312459349632,0.014778980053961277,0.016593487933278084,0.0027222465723752975
45,66,perturbed,0.16013941168785095,0.2750192880630493,0.10689716041088104,0.2750192880630493,0.028648264706134796,0.1067509725689888,0.004377797711640596,0.18637187778949738,2.041752338409424,0.05340970680117607,0.06943412125110626,0.024823293089866638,0.014493809081614017,0.021000519394874573,0.014182798564434052,0.004377797711640596
46,67,clean,0.11574746668338776,0.16766564548015594,0.12957395613193512,0.3178521692752838,0.03472421318292618,0.12944357097148895,0.004340499639511108,0.24741105735301971,2.063779592514038,0.07591982185840607,0.03640128672122955,0.06525873392820358,0.019736094400286674,0.015775030478835106,0.018812011927366257,0.004340499639511108
46,67,perturbed,0.13791608810424805,0.20943889021873474,0.09337585419416428,0.217329740524292,0.02467380464076996,0.09324914216995239,0.0039576874114573,0.1939842849969864,2.024169921875,0.04322737827897072,0.06284939497709274,0.019764907658100128,0.011618239805102348,0.018550191074609756,0.011377258226275444,0.0039576874114573
47,69,clean,0.234154611825943,0.4413045048713684,0.17080318927764893,0.5965432524681091,0.05040019750595093,0.17072607576847076,0.003239911748096347,0.22098641097545624,2.053177833557129,0.10175789147615433,0.059196919202804565,0.07447997480630875,0.0277548935264349,0.026817357167601585,0.016220679506659508,0.003239911748096347
47,69,perturbed,0.04305330291390419,0.0562577098608017,0.09026116132736206,0.2642984986305237,0.024838972836732864,0.09012638032436371,0.003499668790027499,0.29262521862983704,2.0149483680725098,0.048555102199316025,0.05296790972352028,0.021636027842760086,0.009841417893767357,0.013864201493561268,0.009995214641094208,0.003499668790027499
48,70,clean,0.21464712917804718,0.4456291198730469,0.13178695738315582,0.5191575884819031,0.039945270866155624,0.13170497119426727,0.002903528278693557,0.20140714943408966,0.5535210371017456,0.08551707863807678,0.04459475353360176,0.05269765853881836,0.023592311888933182,0.018887639045715332,0.014635032042860985,0.002903528278693557
48,70,perturbed,0.04846245050430298,0.071701280772686,0.0951925739645958,0.3095240890979767,0.027187947183847427,0.09504751116037369,0.0036742985248565674,0.2886689305305481,2.0056750774383545,0.05523771420121193,0.05197303369641304,0.02603774145245552,0.009146044962108135,0.014185195788741112,0.011687077581882477,0.0036742985248565674
49,71,clean,0.2113533765077591,0.4260662794113159,0.11559455096721649,0.4260662794113159,0.03383677452802658,0.11555342376232147,0.002254481427371502,0.20524592697620392,0.5559440851211548,0.07752826809883118,0.036670390516519547,0.04190671071410179,0.0226464681327343,0.016190633177757263,0.014745055697858334,0.002254481427371502
49,71,perturbed,0.0914347693324089,0.14150212705135345,0.22283653914928436,2.0192887783050537,0.12105304002761841,0.11472844332456589,0.1239113137125969,0.31045418977737427,2.0192887783050537,0.0721542090177536,0.0481681302189827,0.03951958194375038,0.00927120540291071,0.015344810672104359,0.01280868798494339,0.1239113137125969
