pair_id,trajectory_state_index,variant,first_action_mean_pairwise_l2,first_action_max_pairwise_l2,exec10_mean_pairwise_l2,exec10_max_pairwise_l2,exec10_centroid_rmse,exec10_arm_mean_pairwise_l2,exec10_gripper_mean_pairwise_abs,full50_mean_pairwise_l2,full50_max_pairwise_l2,exec10_dim0_mean_pairwise_abs,exec10_dim1_mean_pairwise_abs,exec10_dim2_mean_pairwise_abs,exec10_dim3_mean_pairwise_abs,exec10_dim4_mean_pairwise_abs,exec10_dim5_mean_pairwise_abs,exec10_dim6_mean_pairwise_abs
36,54,perturbed,0.2558862864971161,0.35016584396362305,0.26709628105163574,0.7005603313446045,0.0698983296751976,0.2670619487762451,0.003033113433048129,0.4085485339164734,2.415783166885376,0.08376360684633255,0.11860783398151398,0.1710824966430664,0.023096289485692978,0.030363569036126137,0.02893877774477005,0.003033113433048129
37,56,clean,0.22582142055034637,0.3247239887714386,0.16008514165878296,0.3247239887714386,0.04209159314632416,0.16004905104637146,0.002463278826326132,0.2546905279159546,2.154085159301758,0.05124972015619278,0.09032540023326874,0.07599592208862305,0.0170290544629097,0.023583199828863144,0.016870340332388878,0.002463278826326132
37,56,perturbed,0.30889466404914856,0.49624472856521606,0.2896859645843506,0.7516005039215088,0.07651495188474655,0.2896541357040405,0.002927484456449747,0.4270787239074707,2.498004674911499,0.08114627748727798,0.11084338277578354,0.19630329310894012,0.024817321449518204,0.02767462097108364,0.033043425530195236,0.002927484456449747
38,57,clean,0.22838327288627625,0.3313213586807251,0.15374916791915894,0.3313213586807251,0.039991479367017746,0.1536819487810135,0.0033224427606910467,0.24348239600658417,2.1208949089050293,0.04641897976398468,0.08795754611492157,0.0779099091887474,0.015279795974493027,0.01605020835995674,0.016812216490507126,0.0033224427606910467
38,57,perturbed,0.25439658761024475,0.3488621115684509,0.26688531041145325,0.665517270565033,0.06916892528533936,0.2668618857860565,0.0027066541370004416,0.3958915174007416,2.444042205810547,0.0786639153957367,0.10812194645404816,0.1743062138557434,0.02074158936738968,0.026342688128352165,0.03392362967133522,0.0027066541370004416
39,58,clean,0.1999676674604416,0.2888302206993103,0.13358253240585327,0.3043893873691559,0.03501427546143532,0.13354234397411346,0.0025494396686553955,0.19102399051189423,2.053382158279419,0.041692256927490234,0.07695427536964417,0.0678337961435318,0.012084362097084522,0.009539960883557796,0.016711484640836716,0.0025494396686553955
39,58,perturbed,0.24818043410778046,0.3651239275932312,0.25047168135643005,0.675172746181488,0.06510591506958008,0.2504405081272125,0.0032119143288582563,0.7410046458244324,2.4283533096313477,0.0787544846534729,0.11139655858278275,0.15648223459720612,0.01871604099869728,0.02716090902686119,0.03318066895008087,0.0032119143288582563
40,59,clean,0.16922371089458466,0.23735707998275757,0.13078173995018005,0.28291094303131104,0.03387564420700073,0.13072025775909424,0.0029786634258925915,0.19449126720428467,2.0356650352478027,0.04475922882556915,0.07191354036331177,0.066829614341259,0.011804965324699879,0.008244301192462444,0.01591177098453045,0.0029786634258925915
40,59,perturbed,0.2730182707309723,0.4164556860923767,0.3092431426048279,0.8735136389732361,0.08188547939062119,0.30921366810798645,0.0032404542434960604,0.784023642539978,2.4159810543060303,0.11572381108999252,0.1258360743522644,0.19442914426326752,0.019579846411943436,0.0328085795044899,0.042259834706783295,0.0032404542434960604
41,61,clean,0.1396605372428894,0.21830753982067108,0.12979038059711456,0.29599636793136597,0.03363150730729103,0.12973037362098694,0.003103814087808132,0.18070776760578156,2.056257486343384,0.05387754738330841,0.0712859034538269,0.05698771774768829,0.012045657262206078,0.007338011171668768,0.017985422164201736,0.003103814087808132
41,61,perturbed,0.3196055591106415,0.505790114402771,0.22741581499576569,0.5154719948768616,0.06354721635580063,0.22732791304588318,0.0044351862743496895,0.7190406918525696,2.158693313598633,0.09666605293750763,0.12197140604257584,0.10123676061630249,0.01595361903309822,0.024203209206461906,0.03876669332385063,0.0044351862743496895
