pair_id,trajectory_state_index,stage,counterexample,view_label,clean_distance_to_other_views,perturbed_distance_to_other_views,matched_clean_perturbed_action_response,clean_visible_object_pixels,perturbed_visible_object_pixels,visible_object_pixel_gain,rgb_mean_absolute_change_fraction,rgb_pixel_fraction_change_over_10
41,61,lift_transport,False,yaw_p015,0.1169397383928299,0.17754511535167694,0.29331142,499,846,347,0.0036660587086397058,0.01312255859375
41,61,lift_transport,False,yaw_p030,0.13605090975761414,0.18631094694137573,0.3275486,497,851,354,0.0036202225030637254,0.01336669921875
42,62,lift_transport,False,nominal,0.13331930339336395,0.17889709770679474,0.40768442,535,900,365,0.004040706858915441,0.0141448974609375
42,62,lift_transport,False,yaw_m030,0.11900846660137177,0.22021619975566864,0.4247098,500,800,300,0.0037690405752144607,0.012664794921875
42,62,lift_transport,False,yaw_m015,0.10363395512104034,0.15041348338127136,0.44182366,497,815,318,0.003842940984987745,0.0128631591796875
42,62,lift_transport,False,yaw_p015,0.10683584213256836,0.12610624730587006,0.38664162,498,853,355,0.0037196739047181374,0.0134124755859375
42,62,lift_transport,False,yaw_p030,0.12252400070428848,0.13794834911823273,0.411052,500,855,355,0.0036711449716605392,0.0135498046875
43,63,lift_transport,False,nominal,0.13353709876537323,0.13617153465747833,0.52644837,548,921,373,0.004139320523131127,0.014404296875
43,63,lift_transport,False,yaw_m030,0.13834521174430847,0.1721944361925125,0.5189737,511,801,290,0.003767843807444853,0.012603759765625
43,63,lift_transport,False,yaw_m015,0.12639501690864563,0.1253168135881424,0.5348433,515,826,311,0.003835580863204657,0.0129547119140625
43,63,lift_transport,False,yaw_p015,0.11106695979833603,0.1050817221403122,0.4880859,513,867,354,0.003814039043351716,0.0137939453125
43,63,lift_transport,False,yaw_p030,0.1340666264295578,0.11876163631677628,0.5252334,521,886,365,0.0037200927734375,0.0138092041015625
44,65,place_alignment,False,nominal,0.11109218746423721,0.11473283916711807,0.59204966,585,952,367,0.004339300417432598,0.014984130859375
44,65,place_alignment,False,yaw_m030,0.12201328575611115,0.1318127065896988,0.57273775,526,803,277,0.0038264854281556374,0.0128936767578125
44,65,place_alignment,False,yaw_m015,0.10000600665807724,0.1089063510298729,0.5818568,538,839,301,0.0038721421185661763,0.0131988525390625
44,65,place_alignment,False,yaw_p015,0.09265099465847015,0.11161363124847412,0.50356704,545,896,351,0.0038931453929227943,0.0140533447265625
44,65,place_alignment,False,yaw_p030,0.11573438346385956,0.10291029512882233,0.54427063,551,918,367,0.003802310719209559,0.014190673828125
45,66,place_alignment,True,nominal,0.12916824221611023,0.11178295314311981,0.5798615,588,962,374,0.004396685431985294,0.0152740478515625
45,66,place_alignment,True,yaw_m030,0.1263817548751831,0.11949636787176132,0.5869809,515,803,288,0.003859875248927696,0.0128021240234375
45,66,place_alignment,True,yaw_m015,0.11138124763965607,0.09252269566059113,0.50294644,542,839,297,0.0038787243412990195,0.0131072998046875
45,66,place_alignment,True,yaw_p015,0.10300263017416,0.1131630390882492,0.46165562,540,899,359,0.003925039253982843,0.0142364501953125
45,66,place_alignment,True,yaw_p030,0.11259862035512924,0.09752071648836136,0.49262124,545,916,371,0.0038365981158088236,0.0142364501953125
46,67,place_alignment,True,nominal,0.17330172657966614,0.1063922792673111,0.64360124,589,966,377,0.004468072629442402,0.0152435302734375
46,67,place_alignment,True,yaw_m030,0.11598704755306244,0.09931211173534393,0.5620794,507,804,297,0.0038931453929227943,0.0127105712890625
46,67,place_alignment,True,yaw_m015,0.12800070643424988,0.08145777136087418,0.4944128,533,840,307,0.003925158930759804,0.013397216796875
46,67,place_alignment,True,yaw_p015,0.11435721814632416,0.0957564041018486,0.50544953,539,911,372,0.003975662530637255,0.01416015625
46,67,place_alignment,True,yaw_p030,0.11622302234172821,0.08396066725254059,0.51392585,544,922,378,0.0038924273322610294,0.0145111083984375
47,69,place_alignment,True,nominal,0.21819865703582764,0.10563276708126068,0.5525358,597,990,393,0.004596366134344363,0.0155792236328125
47,69,place_alignment,True,yaw_m030,0.1832338273525238,0.09250722825527191,0.33123484,503,808,305,0.003883092543658088,0.0129241943359375
47,69,place_alignment,True,yaw_m015,0.14629973471164703,0.07523780316114426,0.3518972,533,854,321,0.003971713196997549,0.013427734375
47,69,place_alignment,True,yaw_p015,0.16052865982055664,0.08769707381725311,0.4300007,542,920,378,0.004025986615349265,0.01446533203125
47,69,place_alignment,True,yaw_p030,0.14575505256652832,0.09023094177246094,0.3912184,551,936,385,0.003984398935355392,0.0148773193359375
48,70,place_alignment,True,nominal,0.16263067722320557,0.1143486276268959,0.4592349,609,1011,402,0.004670446059283088,0.0159149169921875
48,70,place_alignment,True,yaw_m030,0.14469283819198608,0.10191141068935394,0.23887208,504,819,315,0.003928031173406863,0.01324462890625
48,70,place_alignment,True,yaw_m015,0.11947114765644073,0.08565203845500946,0.27231175,534,860,326,0.004022934857536764,0.0136260986328125
48,70,place_alignment,True,yaw_p015,0.12557192146778107,0.08017008006572723,0.36130837,542,930,388,0.0040451348996629905,0.014678955078125
48,70,place_alignment,True,yaw_p030,0.10656821727752686,0.09388075768947601,0.36424577,552,949,397,0.004043279909620098,0.0150299072265625
49,71,place_alignment,False,nominal,0.1277940571308136,0.2225799262523651,0.6015779,608,1024,416,0.00465249454273897,0.0159149169921875
49,71,place_alignment,False,yaw_m030,0.12324373424053192,0.26164573431015015,0.24176519,506,822,316,0.00393527161841299,0.01312255859375
49,71,place_alignment,False,yaw_m015,0.1117652878165245,0.24130010604858398,0.2774736,537,871,334,0.004049443263633578,0.0136871337890625
49,71,place_alignment,False,yaw_p015,0.11734107881784439,0.18465915322303772,0.542268,543,942,399,0.004033586090686275,0.0146484375
49,71,place_alignment,False,yaw_p030,0.09782858192920685,0.20399776101112366,0.56323624,558,954,396,0.004032748353247549,0.0151214599609375
